---------------------------------------------------- beginning of /proc/kmsg
====================== ULOGCAT SESSION START  ======================
K 01-01 00:00:00.562 D KERNEL                                       : p7:	install ULPI_1_DATA06 I/O pin function
K 01-01 00:00:00.562 D KERNEL                                       : p7:	install ULPI_1_DATA06__GPIO_112__I2C_2_CLKd I/O pin settings
K 01-01 00:00:00.562 D KERNEL                                       : p7:	install ULPI_1_DATA07 I/O pin function
K 01-01 00:00:00.562 D KERNEL                                       : p7:	install ULPI_1_DATA07__GPIO_113__I2C_2_DATd I/O pin settings
K 01-01 00:00:00.562 D KERNEL                                       : p7:	install ULPI_1_NXT I/O pin function
K 01-01 00:00:00.562 D KERNEL                                       : p7:	install ULPI_1_NXT__GPIO_114__I2C_2_CLKe I/O pin settings
K 01-01 00:00:00.562 D KERNEL                                       : p7:	install ULPI_1_STP I/O pin function
K 01-01 00:00:00.562 D KERNEL                                       : p7:	install ULPI_1_STP__GPIO_116__I2C_2_DATe I/O pin settings
K 01-01 00:00:00.562 D KERNEL                                       : p7:	install ULPI_1_DIR I/O pin function
K 01-01 00:00:00.562 D KERNEL                                       : p7:	install ULPI_1_DIR__GPIO_115 I/O pin settings
K 01-01 00:00:00.562 D KERNEL                                       : p7:	install ULPI_1_CLK I/O pin function
K 01-01 00:00:00.562 D KERNEL                                       : p7:	install ULPI_1_CLK__GPIO_118 I/O pin settings
K 01-01 00:00:00.562 D KERNEL                                       : p7: registering hx280-venc.0...
K 01-01 00:00:00.562 D KERNEL                                       : p7: registering avi_m2m.0...
K 01-01 00:00:00.562 D KERNEL                                       : p7: registering avi_m2m.1...
K 01-01 00:00:00.563 I KERNEL                                       : hw_info : i2c-1 device 0x68 : mpu6050 (IMU)
K 01-01 00:00:00.564 I KERNEL                                       : Export GPIO-76 as IMU irq
K 01-01 00:00:00.566 D KERNEL                                       : p7: registering reg-fixed-voltage.0...
K 01-01 00:00:00.566 D KERNEL                                       : p7: registering switch-voltage.4...
K 01-01 00:00:00.566 D KERNEL                                       : p7: registering acs3-sdhci.1...
K 01-01 00:00:00.567 D KERNEL                                       : p7: registering acs3-sdhci.1 I/O pins...
K 01-01 00:00:00.567 D KERNEL                                       : p7:	install SD_1_CLK I/O pin function
K 01-01 00:00:00.567 D KERNEL                                       : p7:	install SD_1_CLK__GPIO_015__UART_5_TX I/O pin settings
K 01-01 00:00:00.567 D KERNEL                                       : p7:	install SD_1_CMD I/O pin function
K 01-01 00:00:00.567 D KERNEL                                       : p7:	install SD_1_CMD__GPIO_016__UART_5_RX I/O pin settings
K 01-01 00:00:00.567 D KERNEL                                       : p7:	install SD_1_DAT00 I/O pin function
K 01-01 00:00:00.567 D KERNEL                                       : p7:	install SD_1_DAT00__GPIO_017__UART_6_TX I/O pin settings
K 01-01 00:00:00.567 D KERNEL                                       : p7:	install SD_1_DAT01 I/O pin function
---------------------------------------------------- beginning of /dev/ulog_main
U 01-01 01:07:08.508 N boxinit     (init-1)                         : process 'ulog_clear', pid 619 exited
U 01-01 01:07:09.386 I pomp_comm_s (palermo-495/MainLoop-496)       : server_generated_message_handler: received event SICILIA_CTRL_STORAGE_GET_INFO
U 01-01 01:07:09.387 I pomp_comm_c (civetitf-136/civetitf-206)      : client_generated_message_handler: received event SICILIA_CTRL_STORAGE_GET_INFO
U 01-01 01:07:09.389 I pomp_comm_c (civetitf-136/civetitf-206)      : client_generated_message_handler: received event SICILIA_CTRL_STORAGE_GET_INFO
U 01-01 01:07:09.390 I pomp_comm_c (civetitf-136/civetitf-206)      : client_generated_message_handler: received event SICILIA_ERROR
U 01-01 01:07:09.390 I pomp_comm_s (palermo-495/MainLoop-496)       : server_generated_message_handler: received event SICILIA_CTRL_STORAGE_GET_PATH
U 01-01 01:07:09.391 I pomp_comm_c (civetitf-136/civetitf-206)      : client_generated_message_handler: received event SICILIA_CTRL_STORAGE_GET_PATH
U 01-01 01:07:09.430 I pomp_comm_c (civetitf-136/civetitf-206)      : client_generated_message_handler: received event SICILIA_CTRL_STORAGE_GET_PATH
U 01-01 01:07:09.430 I pomp_comm_c (civetitf-136/civetitf-206)      : client_generated_message_handler: received event SICILIA_ERROR
U 01-01 01:07:09.430 I pomp_comm_s (palermo-495/MainLoop-496)       : server_generated_message_handler: received event SICILIA_CTRL_STORAGE_GET_AUTOSELECT
U 01-01 01:07:09.431 I pomp_comm_c (civetitf-136/civetitf-206)      : client_generated_message_handler: received event SICILIA_CTRL_STORAGE_GET_AUTOSELECT
U 01-01 01:07:09.470 I pomp_comm_c (civetitf-136/civetitf-206)      : client_generated_message_handler: received event SICILIA_ERROR
U 01-01 01:07:09.470 I PlfUpdater  (plf_updater-138)                : Event on /proc/mounts, removable will be checked, wait ...
U 01-01 01:07:14.472 I PlfUpdater  (plf_updater-138)                : Event on /proc/mounts, removable will be checked, wait ...
U 01-01 01:08:16.825 I pomp_comm_s (palermo-495/MainLoop-496)       : server_generated_message_handler: received event SICILIA_CTRL_CAPTURE_START
U 01-01 01:08:16.829 N boxinit     (init-1)                         : starting 'ulog_session'
U 01-01 01:08:16.848 I PLRM_imaging(palermo-495/MainLoop-496)       : Set media path to '/data/medias/DCIM/0595'
U 01-01 01:08:16.869 N LIBIMAG_MAIN(palermo-495/MainLoop-496)       : Computed random UUID seed F5E7A9B4E95A1CDF6BDA3E86F2E8D60D (sequence id 0)
U 01-01 01:08:16.870 I tlmblackbox (telemetryd-140)                 : setEnabled 0
U 01-01 01:08:16.875 N PLRM_imaging(palermo-495/MainLoop-496)       : ---------------------------------------------
U 01-01 01:08:16.875 N PLRM_imaging(palermo-495/MainLoop-496)       : FW version = v1.7.1
U 01-01 01:08:16.875 N PLRM_imaging(palermo-495/MainLoop-496)       : Camera S/N = PI040378AC7C002880
U 01-01 01:08:16.875 N PLRM_imaging(palermo-495/MainLoop-496)       : Sunshine S/N = PI040379BB7C003051
U 01-01 01:08:16.875 N PLRM_imaging(palermo-495/MainLoop-496)       : FlightUUID = 72BBDBC943253B57273785E9CBCD8E49
U 01-01 01:08:16.875 N PLRM_imaging(palermo-495/MainLoop-496)       : ---------------------------------------------
U 01-01 01:08:16.876 I LIBIMAG_FSM (palermo-495/Img_FSM-499)        : State Changed: Ready(2) -> SingleShot_Starting(3)
U 01-01 01:08:16.918 I tlmblackbox (telemetryd-140)                 : Closing file '/data/medias/DCIM/0584/sequoia_param.dat'
U 01-01 01:08:16.943 I tlmblackbox (telemetryd-140)                 : setLogDir '/data/medias/DCIM/0595'
U 01-01 01:08:16.947 I pomp_comm_c (civetitf-136/civetitf-206)      : client_generated_message_handler: received event SICILIA_ERROR
U 01-01 01:08:16.958 I tlmblackbox (telemetryd-140)                 : setEnabled 1
U 01-01 01:08:16.959 I tlmblackbox (telemetryd-140)                 : rotate logs: '/data/medias/DCIM/0595/sequoia_param.dat.3' -> '/data/medias/DCIM/0595/sequoia_param.dat.4'
U 01-01 01:08:16.959 I tlmblackbox (telemetryd-140)                 : rotate logs: '/data/medias/DCIM/0595/sequoia_param.dat.2' -> '/data/medias/DCIM/0595/sequoia_param.dat.3'
U 01-01 01:08:16.959 I tlmblackbox (telemetryd-140)                 : rotate logs: '/data/medias/DCIM/0595/sequoia_param.dat.1' -> '/data/medias/DCIM/0595/sequoia_param.dat.2'
U 01-01 01:08:16.960 I tlmblackbox (telemetryd-140)                 : rotate logs: '/data/medias/DCIM/0595/sequoia_param.dat' -> '/data/medias/DCIM/0595/sequoia_param.dat.1'
U 01-01 01:08:16.960 I tlmblackbox (telemetryd-140)                 : Creating file '/data/medias/DCIM/0595/sequoia_param.dat'
U 01-01 01:08:17.314 I LIBPHOTO_R2R(palermo-495/Img_FSM-499)        : R2R: mmap buffer 0: 0x6cad5000
U 01-01 01:08:17.314 I LIBPHOTO_R2R(palermo-495/Img_FSM-499)        : R2R: mmap buffer 1: 0x6b9aa000
U 01-01 01:08:17.315 I LIBPHOTO_R2R(palermo-495/Img_FSM-499)        : R2R: mmap buffer 2: 0x6a87f000
U 01-01 01:08:17.316 I LIBPHOTO_R2R(palermo-495/Img_FSM-499)        : R2R: mmap buffer 3: 0x69754000
U 01-01 01:08:17.321 I libHAL      (palermo-495/Img_FSM-499)        : [HAL_v4l2_utils->HAL_v4l2_utils_open_subdev():674] Found subdev /dev/v4l-subdev0 associated to dev /dev/video0
U 01-01 01:08:17.893 I libHAL      (palermo-495/Img_FSM-499)        : [HAL_v4l2_utils->HAL_v4l2_utils_open_subdev():674] Found subdev /dev/v4l-subdev5 associated to dev /dev/video4
U 01-01 01:08:17.928 I libHAL      (palermo-495/Img_FSM-499)        : [HAL_v4l2_utils->HAL_v4l2_utils_open_subdev():674] Found subdev /dev/v4l-subdev4 associated to dev /dev/video3
U 01-01 01:08:17.962 I libHAL      (palermo-495/Img_FSM-499)        : [HAL_v4l2_utils->HAL_v4l2_utils_open_subdev():674] Found subdev /dev/v4l-subdev3 associated to dev /dev/video2
U 01-01 01:08:17.997 I libHAL      (palermo-495/Img_FSM-499)        : [HAL_v4l2_utils->HAL_v4l2_utils_open_subdev():674] Found subdev /dev/v4l-subdev2 associated to dev /dev/video1
U 01-01 01:08:18.030 W Mt9m031     (palermo-495/Img_FSM-499)        : Auto exposure can only modify exposure time
U 01-01 01:08:18.031 W Mt9m031     (palermo-495/Img_FSM-499)        : Auto exposure can only modify exposure time
U 01-01 01:08:18.031 W Mt9m031     (palermo-495/Img_FSM-499)        : Auto exposure can only modify exposure time
U 01-01 01:08:18.031 W Mt9m031     (palermo-495/Img_FSM-499)        : Auto exposure can only modify exposure time
U 01-01 01:08:18.031 E Mt9m031     (palermo-495/Img_FSM-499)        : Attempt to set unknown analog gain
U 01-01 01:08:18.031 E Mt9m031     (palermo-495/Img_FSM-499)        : Attempt to set unknown analog gain
U 01-01 01:08:18.031 E Mt9m031     (palermo-495/Img_FSM-499)        : Attempt to set unknown analog gain
U 01-01 01:08:18.031 E Mt9m031     (palermo-495/Img_FSM-499)        : Attempt to set unknown analog gain
U 01-01 01:08:18.033 I LIBCAM_V4L2 (palermo-495/Img_FSM-627)        : Run cam /dev/video0 in multithreaded mode
U 01-01 01:08:18.045 I pomp_comm_c (mtp-server-257/client_pomp-325) : client_generated_message_handler: received event SICILIA_ASYNC_EVT_CAPTURE_STATUS
U 01-01 01:08:18.045 I PLRM_server (palermo-495/Img_FSM-499)        : New status: 0x00003019
U 01-01 01:08:18.046 I pomp_comm_c (civetitf-136/client_pomp-203)   : client_generated_message_handler: received event SICILIA_ASYNC_EVT_STATUS
U 01-01 01:08:18.047 I pomp_comm_c (mtp-server-257/client_pomp-325) : client_generated_message_handler: received event SICILIA_ASYNC_EVT_STATUS
U 01-01 01:08:18.233 I LIBIMAG_MAIN(palermo-495/Img_MainCam-627)    : PhotoSystemInternal::onStart
U 01-01 01:08:18.233 I LIBIMAG_MAIN(palermo-495/Img_MainCam-627)    : PhotoSystemInternal::onStart maincam capture
U 01-01 01:08:18.235 I IMAGING_P2A (palermo-495/Img_2A-629)         : STATS 2A CROP: [ 312, 240]-[3998,2998]
U 01-01 01:08:18.235 I IMAGING_P2A (palermo-495/Img_2A-629)         : 2A INPUT ROI: [ 312, 240]-[3998,2998]
U 01-01 01:08:18.236 I LIBCAM_ISPP7(palermo-495/Img_2A-629)         : *** Warning: stats window defined by driver is not as expected :
U 01-01 01:08:18.236 I LIBCAM_ISPP7(palermo-495/Img_2A-629)         :                     driver  != expected
U 01-01 01:08:18.236 I LIBCAM_ISPP7(palermo-495/Img_2A-629)         :         window_x : {62, 8}    {64, 0}
U 01-01 01:08:18.236 I LIBCAM_ISPP7(palermo-495/Img_2A-629)         :         window_y : {62, 0}    {62, 0}
K 01-01 00:00:00.567 D KERNEL                                       : p7:	install SD_1_DAT01__GPIO_019__UART_6_RX I/O pin settings
K 01-01 00:00:00.567 D KERNEL                                       : p7:	install SD_1_DAT02 I/O pin function
K 01-01 00:00:00.567 D KERNEL                                       : p7:	install SD_1_DAT02__GPIO_018__UART_7_TX I/O pin settings
K 01-01 00:00:00.567 D KERNEL                                       : p7:	install SD_1_DAT03 I/O pin function
K 01-01 00:00:00.567 D KERNEL                                       : p7:	install SD_1_DAT03__GPIO_020__UART_7_RX I/O pin settings
K 01-01 00:00:00.567 I KERNEL                                       : hw-breakpoint: found 5 (+1 reserved) breakpoint and 1 watchpoint registers.
K 01-01 00:00:00.567 I KERNEL                                       : hw-breakpoint: maximum watchpoint size is 4 bytes.
K 01-01 00:00:00.597 I KERNEL                                       : bio: create slab <bio-0> at 0
K 01-01 00:00:00.598 W KERNEL                                       : i2c-core: driver [pca953x] using legacy suspend method
K 01-01 00:00:00.598 W KERNEL                                       : i2c-core: driver [pca953x] using legacy resume method
K 01-01 00:00:00.599 I KERNEL                                       : vwl18xx: 1800 mV 
K 01-01 00:00:00.601 N KERNEL                                       : SCSI subsystem initialized
K 01-01 00:00:00.602 I KERNEL                                       : usbcore: registered new interface driver usbfs
K 01-01 00:00:00.602 I KERNEL                                       : usbcore: registered new interface driver hub
K 01-01 00:00:00.602 I KERNEL                                       : usbcore: registered new device driver usb
K 01-01 00:00:00.603 I KERNEL                                       : Linux media interface: v0.10
K 01-01 00:00:00.603 I KERNEL                                       : Linux video capture interface: v2.00
K 01-01 00:00:00.603 I KERNEL                                       : pps_core: LinuxPPS API ver. 1 registered
K 01-01 00:00:00.603 I KERNEL                                       : pps_core: Software ver. 5.3.6 - Copyright 2005-2007 Rodolfo Giometti <giometti@linux.it>
K 01-01 00:00:00.603 I KERNEL                                       : PTP clock support registered
K 01-01 00:00:00.604 I KERNEL                                       : Advanced Linux Sound Architecture Driver Version 1.0.25.
K 01-01 00:00:00.604 W KERNEL                                       : i2c-core: driver [smsc82514] using legacy suspend method
K 01-01 00:00:00.604 W KERNEL                                       : i2c-core: driver [smsc82514] using legacy resume method
K 01-01 00:00:00.604 W KERNEL                                       : i2c-core: driver [lvds] using legacy suspend method
K 01-01 00:00:00.604 W KERNEL                                       : i2c-core: driver [lvds] using legacy resume method
K 01-01 00:00:00.605 I KERNEL                                       : sdhci0_bus_vdd: 3300 mV 
K 01-01 00:00:00.605 I KERNEL                                       : sdhci1_bus_vdd: 3300 mV 
K 01-01 00:00:00.605 E KERNEL                                       : switch-voltage switch-voltage.4: Failed to set supply vqmmc
K 01-01 00:00:00.606 E KERNEL                                       : switch-voltage switch-voltage.4: Failed to register regulator: -16
K 01-01 00:00:00.606 W KERNEL                                       : switch-voltage: probe of switch-voltage.4 failed with error -16
K 01-01 00:00:00.608 I KERNEL                                       : Switching to clocksource timer2
K 01-01 00:00:00.796 I KERNEL                                       : NET: Registered protocol family 2
K 01-01 00:00:00.796 I KERNEL                                       : IP route cache hash table entries: 32768 (order: 5, 131072 bytes)
K 01-01 00:00:00.799 I KERNEL                                       : TCP established hash table entries: 131072 (order: 8, 1048576 bytes)
K 01-01 00:00:00.802 I KERNEL                                       : TCP bind hash table entries: 65536 (order: 9, 2621440 bytes)
K 01-01 00:00:00.817 I KERNEL                                       : TCP: Hash tables configured (established 131072 bind 65536)
K 01-01 00:00:00.817 I KERNEL                                       : TCP: reno registered
K 01-01 00:00:00.817 I KERNEL                                       : UDP hash table entries: 512 (order: 3, 49152 bytes)
K 01-01 00:00:00.818 I KERNEL                                       : UDP-Lite hash table entries: 512 (order: 3, 49152 bytes)
K 01-01 00:00:00.819 I KERNEL                                       : NET: Registered protocol family 1
K 01-01 00:00:00.821 I KERNEL                                       : RPC: Registered named UNIX socket transport module.
K 01-01 00:00:00.821 I KERNEL                                       : RPC: Registered udp transport module.
K 01-01 00:00:00.821 I KERNEL                                       : RPC: Registered tcp transport module.
K 01-01 00:00:00.821 I KERNEL                                       : RPC: Registered tcp NFSv4.1 backchannel transport module.
K 01-01 00:00:00.831 I KERNEL                                       : squashfs: version 4.0 (2009/01/31) Phillip Lougher
K 01-01 00:00:00.831 N KERNEL                                       : NFS: Registering the id_resolver key type
K 01-01 00:00:00.833 I KERNEL                                       : NTFS driver 2.1.30 [Flags: R/O].
K 01-01 00:00:00.834 I KERNEL                                       : fuse init (API version 7.18)
K 01-01 00:00:00.834 I KERNEL                                       : msgmni has been set to 1070
K 01-01 00:00:00.838 I KERNEL                                       : Block layer SCSI generic (bsg) driver version 0.4 loaded (major 247)
K 01-01 00:00:00.838 I KERNEL                                       : io scheduler noop registered
K 01-01 00:00:00.838 I KERNEL                                       : io scheduler deadline registered (default)
K 01-01 00:00:00.838 I KERNEL                                       : start plist test
K 01-01 00:00:00.842 I KERNEL                                       : end plist test
K 01-01 00:00:00.844 I KERNEL                                       : dma-pl330 pl330-dma.0: Loaded driver for PL330 DMAC-267056
K 01-01 00:00:00.844 I KERNEL                                       : dma-pl330 pl330-dma.0: 	DBUFF-64x8bytes Num_Chans-6 Num_Peri-7 Num_Events-6
K 01-01 00:00:00.858 I KERNEL                                       : loop: module loaded
K 01-01 00:00:00.863 I KERNEL                                       : tun: Universal TUN/TAP device driver, 1.6
K 01-01 00:00:00.863 I KERNEL                                       : tun: (C) 1999-2004 Max Krasnyansky <maxk@qualcomm.com>
K 01-01 00:00:00.864 I KERNEL                                       : PPP generic driver version 2.4.2
K 01-01 00:00:00.864 I KERNEL                                       : PPP BSD Compression module registered
K 01-01 00:00:00.864 I KERNEL                                       : PPP Deflate Compression module registered
K 01-01 00:00:00.867 I KERNEL                                       : PPP MPPE Compression module registered
K 01-01 00:00:00.867 I KERNEL                                       : NET: Registered protocol family 24
U 01-01 01:08:18.236 I LIBCAM_ISPP7(palermo-495/Img_2A-629)         :     Do not overwrite it. 
U 01-01 01:08:18.901 I LIBIMAG_MAIN(palermo-495/Img_MonoCams-622)   : PhotoSystemInternal::onStart
U 01-01 01:08:18.901 I LIBIMAG_MAIN(palermo-495/Img_MonoCams-622)   : PhotoSystemInternal::onStart monocams capture
U 01-01 01:08:18.902 I LIBIMAG_FSM (palermo-495/Img_FSM-499)        : State Changed: SingleShot_Starting(3) -> SingleShot_WaitingAE(4)
U 01-01 01:08:18.967 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.006172 seconds
U 01-01 01:08:18.978 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.007379 seconds
U 01-01 01:08:18.988 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.006314 seconds
U 01-01 01:08:18.999 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.007518 seconds
U 01-01 01:08:19.008 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.006315 seconds
U 01-01 01:08:19.018 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.006621 seconds
U 01-01 01:08:19.028 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.006705 seconds
U 01-01 01:08:19.038 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.006444 seconds
U 01-01 01:08:19.048 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.007033 seconds
U 01-01 01:08:19.059 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.007600 seconds
U 01-01 01:08:19.072 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.008596 seconds
U 01-01 01:08:19.072 E Mt9m031     (palermo-495/Img_MonoCams-622)   : computeNextTargetLuma - 550 nm - ERROR Target luma change 1508-1498.68 !
U 01-01 01:08:19.079 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.006496 seconds
U 01-01 01:08:19.234 E libHAL      (palermo-495/v4l2:/dev/video-628): [HAL_v4l2_utils->HAL_v4l2_utils_dequeue_buffer():1326] V4L select timeout ('/dev/video0')
U 01-01 01:08:19.234 E libHAL      (palermo-495/v4l2:/dev/video-628): [HAL_v4l2_utils->HAL_v4l2_utils_server():162] server error, failed to get a new frame ('/dev/video0')
U 01-01 01:08:19.234 E LIBCAM_V4L2 (palermo-495/Img_2A-629)         : /dev/video0: Failed to get a frame (getFrame:1087)
U 01-01 01:08:19.304 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.007647 seconds
U 01-01 01:08:19.314 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.006666 seconds
U 01-01 01:08:19.402 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.007498 seconds
U 01-01 01:08:19.412 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.006559 seconds
U 01-01 01:08:19.567 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.005781 seconds
U 01-01 01:08:19.569 I LIBIMAG_FSM (palermo-495/Img_FSM-499)        : TIMED EVENT (ticks=1)
U 01-01 01:08:19.569 I LIBIMAG_FSM (palermo-495/Img_FSM-499)        : State Changed: SingleShot_WaitingAE(4) -> SingleShot_Taking(5)
U 01-01 01:08:19.577 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.006883 seconds
U 01-01 01:08:19.579 I pomp_comm_c (mtp-server-257/client_pomp-325) : client_generated_message_handler: received event SICILIA_ASYNC_EVT_CAPTURE_STATUS
U 01-01 01:08:19.667 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.008592 seconds
U 01-01 01:08:19.677 I Mt9m031     (palermo-495/Img_MonoCams-622)   : downscale processed in 0.006972 seconds
U 01-01 01:08:19.736 I LIBIMAG_FSM (palermo-495/Img_FSM-499)        : EX TIMED EVENT #2 (ticks=1)
U 01-01 01:08:19.748 I LIBIMAG_FSM (palermo-495/Img_FSM-499)        : EX TIMED EVENT #2 (ticks=1)
U 01-01 01:08:20.683 I crashdump   (crashdump-630)                  : worker 630 started
U 01-01 01:08:20.818 N crashdump   (crashdump-work-630)             : *** *** *** *** *** ***  CRASH  *** *** *** *** *** *** *** ***
U 01-01 01:08:20.818 N crashdump   (crashdump-work-630)             : exe      : /usr/bin/palermo
U 01-01 01:08:20.818 N crashdump   (crashdump-work-630)             : build-id : 
U 01-01 01:08:20.818 N crashdump   (crashdump-work-630)             : cmdline  : /usr/bin/palermo
U 01-01 01:08:20.818 N crashdump   (crashdump-work-630)             : process  : palermo          (pid 495)
U 01-01 01:08:20.818 N crashdump   (crashdump-work-630)             : thread   : Img_MonoCams     (tid 622)
U 01-01 01:08:20.819 N crashdump   (crashdump-work-630)             : signal   : 6 (SIGABRT), code -6 (SI_TKILL)
U 01-01 01:08:20.819 N crashdump   (crashdump-work-630)             : 
U 01-01 01:08:20.819 N crashdump   (crashdump-work-630)             : registers:
U 01-01 01:08:20.819 N crashdump   (crashdump-work-630)             :  r0 00000048  r1 5fefe4b0  r2 00000088  r3 00000000
U 01-01 01:08:20.819 N crashdump   (crashdump-work-630)             :  r4 76f78f68  r5 00000006  r6 00000048  r7 00000003
U 01-01 01:08:20.819 N crashdump   (crashdump-work-630)             :  r8 5fefe550  r9 5fefed50  10 00000000  fp 76811418
U 01-01 01:08:20.819 N crashdump   (crashdump-work-630)             :  ip 00000000  sp 5fefe430  lr 00000000  pc 76e2936e  cpsr 800c0030
U 01-01 01:08:20.819 N crashdump   (crashdump-work-630)             : 
U 01-01 01:08:20.819 N crashdump   (crashdump-work-630)             : backtrace:
U 01-01 01:08:20.819 N crashdump   (crashdump-work-630)             :          #00  pc  0000b36e  /lib/libpthread-2.19-2014.08-1-git.so                                            (read+2)
U 01-01 01:08:20.819 N crashdump   (crashdump-work-630)             :          #01  pc  00000cda  /usr/lib/libcrashdump.so                                                         (_init+270)
U 01-01 01:08:20.820 N crashdump   (crashdump-work-630)             :          #02  pc  000259be  /lib/libc-2.19-2014.08-1-git.so                                                  (__default_rt_sa_restorer_v1+8)
U 01-01 01:08:20.820 N crashdump   (crashdump-work-630)             :          #03  pc  000165f2  /lib/libc-2.19-2014.08-1-git.so                                                  (gnu_get_libc_version+2)
U 01-01 01:08:20.820 N crashdump   (crashdump-work-630)             :          #04  pc  00024d8a  /lib/libc-2.19-2014.08-1-git.so                                                  (gsignal+34)
U 01-01 01:08:20.820 N crashdump   (crashdump-work-630)             :          #05  pc  000276b8  /lib/libc-2.19-2014.08-1-git.so                                                  (abort+240)
U 01-01 01:08:20.820 N crashdump   (crashdump-work-630)             :          #06  pc  0003d8de  /usr/bin/palermo                                                                 (std::_Function_handler<void (), std::_Bind<std::_Mem_fn<void (Sicilia::PhotoSystemInternal::*)(Sicilia::PhotoSystem::StateCallback::ErrorTypes)> 
U 01-01 01:08:20.820 N crashdump   (crashdump-work-630)             :          #07  pc  0002599e  /lib/libc-2.19-2014.08-1-git.so                                                  (__default_sa_restorer_v1+8)
U 01-01 01:08:20.820 N crashdump   (crashdump-work-630)             :          #08  pc  0000fe2a  /lib/libgcc_s.so.1                                                               (__udivmoddi4+14)
U 01-01 01:08:20.820 N crashdump   (crashdump-work-630)             :          #09  pc  0000e84c  /lib/libgcc_s.so.1                                                               (__aeabi_uldivmod+6496)
U 01-01 01:08:20.820 N crashdump   (crashdump-work-630)             : 
U 01-01 01:08:20.836 N crashdump   (crashdump-work-630)             : *** *** *** *** *** *** *** *** *** *** *** *** *** *** *** ***
U 01-01 01:08:20.843 I macgyver    (macgyverd-137)                  : process_report: too many pending reports (20), skip
U 01-01 01:08:20.845 I crashdump   (crashdump-work-630)             : worker 630 stopped
U 01-01 01:08:20.849 I crashdump   (crashdump-95)                   : worker 630 exited, status = 00000000
U 01-01 01:08:20.864 I sensors     (sensors_main-135/server_pomp-205): [SERVER_POMP] server_event_cb : event=1(DISCONNECTED) conn=0x76800468 msg=(nil)
U 01-01 01:08:20.864 I sensors     (sensors_main-135/server_pomp-205): [SERVER_POMP] pomp client disconnected
K 01-01 00:00:00.867 I KERNEL                                       : Initializing USB Mass Storage driver...
K 01-01 00:00:00.867 I KERNEL                                       : usbcore: registered new interface driver usb-storage
K 01-01 00:00:00.867 I KERNEL                                       : USB Mass Storage support registered.
K 01-01 00:00:00.868 I KERNEL                                       : usbcore: registered new interface driver libusual
K 01-01 00:00:00.868 I KERNEL                                       : usbcore: registered new interface driver usbserial
K 01-01 00:00:00.868 I KERNEL                                       : usbserial: USB Serial Driver core
K 01-01 00:00:00.868 I KERNEL                                       : usbcore: registered new interface driver ftdi_sio
K 01-01 00:00:00.869 I KERNEL                                       : USB Serial support registered for FTDI USB Serial Device
K 01-01 00:00:00.869 I KERNEL                                       : ftdi_sio: v1.6.0:USB FTDI Serial Converters Driver
K 01-01 00:00:00.872 D KERNEL                                       : ci_hdrc ci_hdrc.0: disabling VbusValid interrupt (0)
K 01-01 00:00:00.873 D KERNEL                                       : ci_hdrc ci_hdrc.1: disabling VbusValid interrupt (0)
K 01-01 00:00:00.873 I KERNEL                                       : ci_hdrc ci_hdrc.1: ChipIdea HDRC EHCI
K 01-01 00:00:00.874 I KERNEL                                       : ci_hdrc ci_hdrc.1: new USB bus registered, assigned bus number 1
K 01-01 00:00:00.919 I KERNEL                                       : ci_hdrc ci_hdrc.1: USB 2.0 started, EHCI 1.00
K 01-01 00:00:00.919 I KERNEL                                       : usb usb1: New USB device found, idVendor=1d6b, idProduct=0002
K 01-01 00:00:00.919 I KERNEL                                       : usb usb1: New USB device strings: Mfr=3, Product=2, SerialNumber=1
K 01-01 00:00:00.919 I KERNEL                                       : usb usb1: Product: ChipIdea HDRC EHCI
K 01-01 00:00:00.919 I KERNEL                                       : usb usb1: Manufacturer: Linux 3.4.11-02624-g15e22bef7d8 ehci_hcd
K 01-01 00:00:00.919 I KERNEL                                       : usb usb1: SerialNumber: ci_hdrc.1
K 01-01 00:00:00.921 I KERNEL                                       : hub 1-0:1.0: USB hub found
K 01-01 00:00:00.921 I KERNEL                                       : hub 1-0:1.0: 1 port detected
K 01-01 00:00:00.923 I KERNEL                                       : file system registered
